No,code,name,ipo_date,industry_zx,industry_sw,MKT_CAP_FLOAT,is_open1,PCT_CHG_NM,alpha,hsigma_barra,beta_barra,BIAS,BLEV_barra,BP,BTOP_barra,CETOP_Barra,DEA,DIF,DP,DTOA_barra,EP,ETOP_barra,G/PE,LNCAP_barra,MACD,MLEV_barra,M_reverse_180,M_reverse_20,M_reverse_60,NCFP,OCFP,OCF_G_q,PSY,Profit_G_q,ROA_q,ROA_ttm,ROE_G_q,ROE_q,ROE_ttm,RSI,SP,STOA_Barra,STOM_Barra,STOQ_Barra,Sales_G_q,assetturnover_q,assetturnover_ttm,bias_turn_12m,bias_turn_1m,bias_turn_3m,bias_turn_6m,cashratio,cmra_barra,currentratio,dastd_barra,debtequityratio,epcut_ttm,exp_wgt_return_12m,exp_wgt_return_1m,exp_wgt_return_3m,exp_wgt_return_6m,financial_leverage,grossprofitmargin_q,grossprofitmargin_ttm,holder_avgpctchange,momentum_barra,nonlinearsize_barra,operationcashflowratio_q,operationcashflowratio_ttm,profitmargin_q,profitmargin_ttm,return_12m,return_1m,return_3m,return_6m,std_12m,std_1m,std_3m,std_6m,turn_12m,turn_1m,turn_3m,turn_6m,wgt_return_12m,wgt_return_1m,wgt_return_3m,wgt_return_6m
1,000001.SZ,深发展A,1991/4/3,银行,银行,36147248990.0,True,18.35334477,0.7457609124882701,0.06452955531641331,0.9789201548959673,1.2912660943587966,1.126753565445427,-0.4431051815025089,-1.0261215973613311,1.949711400558943,2.4437171904334494,2.327831362563674,-0.9940911828845129,0.045638676869717384,0.6722710250337017,0.6726096481268264,0.6735776280411281,4.646282697059425,1.2629872288140132,0.5621645938525862,-1.610137759237442,-0.7299302878693374,1.026013309857445,1.5201605603699408,1.6270697839542323,0.8639263341453741,0.7048942072653493,0.1407341951641436,0.5398780573164277,0.5777536724732697,-0.37520042049953994,0.7633682016071409,0.636694468064621,-0.34610131398433364,-0.0004868645667576623,-0.15060223238168516,0.4141745728433335,-0.01371299098816874,0.26055277381701525,0.14409534057145934,0.14098675781400066,1.2732617080467503,1.7353010151925998,1.3245998655651983,0.9737310207042481,0.2091006999594465,-0.3147724752848189,0.03165660475146858,0.6910657638199679,1.15279915395583,0.767015591550734,-0.067520045509467,0.611105899580958,0.2755889515435649,0.0841578333622033,-0.015037817511315476,0.23257701990425514,0.28293866991061645,0.26004135173517307,0.39813050674760275,-4.3089460337259515,1.5854842632368642,1.6869049194203034,0.511035385491816,0.6357911260987194,-0.20326173985113533,1.1383222917861857,0.8401207683493344,0.14646790912672966,0.4956102279983288,0.9274225910965456,0.7928568172398853,0.32823689868962636,-0.23791822174960792,0.2042467126294157,-0.0535168235840212,-0.19594449825315868,-0.5306970063377461,0.1599541796012334,-0.09144579716243602,-0.17719790986616907
2,000002.SZ,万科A,1991/1/29,房地产,房地产,68148993440.0,True,1.997146933,-0.17135063609602771,-0.4042452950637392,0.14178854134406674,-0.5658543534291025,0.48334699339542164,0.009456729702806145,2.4133330074487707,-0.05375821792600107,-2.7800504757215307,1.2869859093060187,-0.5190680289396495,0.8226488709590769,-0.516688746294839,-0.5163328315659302,0.6771065428820008,-7.408607056304575,1.2999582467050137,0.730683078342779,-0.9698318235591065,0.3318163138108701,0.6209351581888082,-0.8786898529763543,-0.7682656217125056,0.4210912784779739,-0.6816272356841473,-0.26959116890009144,-1.4347890821367266,-1.143324093230404,-0.305823360543556,-1.4630469636027748,-0.6953045968260679,-0.14665644405851838,0.4299565557927949,0.5970342568064996,-0.039242407975875304,0.8492701088995593,1.452069122425578,-0.5191311252350205,-0.2384199526346845,0.5241873177671125,-0.5779421455711645,0.3336336828385798,0.4635453691515882,-0.6668646359707839,-1.1257277601110403,-0.37143315433795887,-0.18244452194205987,0.5539414768044679,-0.20392551340936269,-0.11769627249611476,-0.42658533725609477,-0.3513482017223661,-0.24124546690693652,0.862560430117066,-0.5522115855054559,-0.39635924051339144,-0.04870580385596085,-0.2913029213995947,4.6734099495834815,-0.1159810614626009,-0.006104390251105762,-1.1997636200520285,-0.7853568001755592,-0.4352752772281042,-0.6226453437494404,-0.7247997416987697,0.33322389372092676,0.0067810901397798926,-0.5410924506689982,-0.35274783184951414,0.013312413373513968,0.3179934923287334,-0.09491633046736997,0.24941901673950595,0.23617757746275572,0.12331868659913986,-0.3286912264132859,-0.19749184609942624,0.24658241311397422
3,000005.SZ,世纪星源,1990/12/10,房地产,公用事业,2514417419.0,True,3.135888502,-0.132911697901477,-0.07361663119466487,-0.2977576725636154,-0.18549332202454877,-1.632094701631762,-0.8586506345431654,-0.7409248402152673,1.070179782251733,0.019058764486404974,-0.283083148698388,-0.6628937550014451,-0.4587412910093493,-1.0772480796335984,-1.0784203752779058,-0.5878491152733055,0.08792415582162712,-0.6621209981396399,-1.7270301619476103,-0.7363888031929219,-0.4002742204742064,0.8589095759738106,0.4526726800332166,0.1899348859723198,1.0610316466459107,0.5707306373350958,-0.4611300716468416,-0.03532424013230324,-0.4928302197146243,-0.30165179848342605,-0.12051251682289944,-0.9383505743930319,-0.8830327530188687,-0.6299484617410475,-0.6490355250383181,-0.5149537880092954,-0.31711017906490196,0.5887936567019059,-0.33063241230564916,-0.6037913165292851,0.21059426341669157,0.25008646931566975,0.6808444402759574,0.5338988757198252,-0.6572155515145494,0.06592550669518941,-2.435041593484681,-0.36202575064163817,-1.796495201766671,-0.5168353885859064,-0.07662974334129037,-0.26938547837015975,-0.3141963510044432,-0.1496826918567512,-0.8002505863565309,2.140706990171314,2.3835713881622893,-0.33872845853820344,-0.15221893615258594,-0.11502840617969895,2.08953083115273,-1.4298096077545122,0.9525577726003708,0.31571390544440975,-0.22184854534499496,-0.3498339992080426,0.06270326867872407,0.5300419850770622,-0.9571688640544801,-0.8536126352296274,0.09637062529898263,-0.10845865682457,-0.9140019171201499,-0.6381177746760612,-0.616783688079352,-0.7143465923443882,-0.12440236347666087,-0.6873196480252207,-0.07856955879773578,0.27428807497296176
4,000006.SZ,深振业A,1992/4/27,房地产,房地产,2779364276.0,True,18.16513761,-0.41209251852093787,-0.8119800590605227,0.1910584799985976,-0.4389320757373267,1.3741031981061236,0.6235973305136315,-0.13114903957119894,-1.9273109598001696,-0.09697296353992528,-0.4228876114879292,0.5853979910033551,0.8930452969890298,2.543839870284735,2.5465601593809146,1.831437242766389,0.13208476484487527,-0.7581775167012165,1.276035157595362,-0.885583939911308,-1.1970271157484371,-1.1571122762110004,-2.3050468488262466,-1.913889113022592,-0.380921712889571,-0.024715187452336453,-0.710126935797509,-0.35907351151895067,0.7305784581225909,-0.5798199701054703,-0.4248929909744711,1.2853250424428535,0.8796902279981735,0.23233602364452632,-0.2088922057267846,-0.5662398860082594,-0.08323495306711864,-1.4296046753388247,-0.5103471980127571,-0.22018357013006365,0.21746727760195622,-0.4594510579631995,0.3359574520068608,0.023209475225740323,-0.6761376655016667,-0.30551421954862695,0.3407996828224564,-0.4600098387907425,1.4863035732722831,2.9526415622637643,-0.6243660446811445,-0.46826482669561736,-0.7055010461879468,-0.689964616992809,1.0043630341652023,1.2593917908737746,2.22156488092385,-1.417262222478535,-0.4254972869511478,-0.23858342076932337,2.0901127577086913,-1.6029525916220193,-0.5318451956368565,2.0730323114639866,-0.15386598851798478,-0.5452908205172483,-0.5726113067034029,-0.6731821222347468,0.014065332415853596,-0.6946272316729073,-0.4164635966531044,-0.5637759842801408,-0.3369780724380936,-0.6578781506875633,-0.2011365430700372,-0.41577580823057453,0.14058438807795096,-0.7796024973439926,-0.5626453734822389,-0.6549993460424579
5,000009.SZ,中国宝安,1991/6/25,房地产,综合,6066650564.0,True,32.88590604,2.173240435458972,1.1476308971420321,0.06843042355791241,2.5980351996258157,-0.8966029800010302,-0.8408377719124686,-0.8516764372833697,1.1796329235542289,0.31258972385975997,1.2442038741194725,-0.9574129509857325,0.22847757198204863,-0.30854646877328534,-0.30865018248821974,-1.0871631857751933,0.47617248837303183,1.6636617940890672,-0.009094138958439402,-0.7237007664880878,1.7794260007504679,1.7234317196201125,-0.5091588363015266,0.7370297214692229,-0.7553865979543752,0.5532629984662045,-0.22594420614702593,0.19488440253461833,-0.07965283155883024,-0.13017150634964503,-0.04287229502876871,0.19317313230377112,1.4261209949926963,0.1326358791555954,0.7189544420639176,1.6984312349989499,1.6541954409160962,2.5554316015970917,0.5040596687536559,0.17554633962591043,1.3712758961405227,2.780883876355688,2.679755132416715,2.5392993707166966,-0.18998117815701313,1.497732331903877,-0.7931780201809158,0.9031679041371907,-0.4815295301953022,-1.3906097042486598,2.479025415249604,2.065002156240514,2.1896634857529595,2.3838538859654066,-0.12488220730552492,-0.23187384342097034,-0.3410100971038291,-0.020997095874669826,1.2333390570112595,-0.9850754065917005,-0.2424865439891987,0.6118500665119098,-0.42443082247721164,-1.66110764798556,0.768861039986159,2.6970837130499654,0.6892390981923027,2.944205865370869,-0.30141816467938626,1.0730569627846636,0.730293238308146,0.5328689486031695,0.7414554360243947,2.3216197917538244,1.8902351604101935,1.6084518499625646,1.0322711385264602,2.2359994560317236,1.7545545502900153,2.573258395073107
6,000012.SZ,南玻A,1992/2/28,建材,建筑材料,8752619786.0,True,-5.490549055,0.34831688578277226,0.8988054256981458,0.2928827487969426,2.2587047804746003,0.009952462347671756,-0.3178437979189678,-0.6759603896940175,0.030913659209408993,1.4724352286323388,1.4098654715528356,0.7861382841082777,0.0415260030683039,0.07237886703005224,0.07269038420867681,0.33741137170214125,0.5999287856395871,1.7524082584475262,-0.4785363774111002,-0.6469564177616712,-0.7368968636973556,0.3673818222012202,-1.6587821946622463,0.08332445917958697,-0.5805037217367194,0.8712168847045566,-0.21607094795798304,-0.05516858124650635,0.04665524206438866,-0.05829407508937378,-0.09700085081462236,0.06392352532379303,-1.6448540400367828,-0.4082868288190675,-0.04763661972558456,0.3580929080407591,0.17334686401413277,-0.9356095849660794,-0.47036784643162177,-0.4098815298405197,0.0911974439223453,0.19227835764795156,0.14805873876088288,0.08523688945700789,-0.5095961079741627,-0.7419713053297005,-0.9331495708928449,0.7533234152746873,-0.2949097959355087,0.09348847551377934,-0.4741747230017838,1.9288940157908996,0.6454072292087577,-0.07339235452311894,-0.20837004898663367,0.23446032987674253,0.3056260597214923,0.029635583386713352,-0.3445727600838307,-1.4352139057265,-0.008214277885209158,0.1744410855576858,0.25301338376757027,0.6571263403614489,0.11758039055616352,1.8463624110463237,0.8883554908989603,-1.0827043488238406,0.2601459430337174,-0.2502396017581716,0.5234792054211803,0.7142828147974081,-0.23727731781910036,-0.07365650527358464,-0.2003788871046527,-0.1818911970418367,-0.43929520826506074,0.3177048382714457,-0.606796458554981,-0.6889928720315581
7,000014.SZ,沙河股份,1992/6/2,房地产,房地产,1518840058.0,True,0.0,1.0408480388712216,1.422802093756266,-0.9850508799646501,-0.641770226668987,1.5423377101129145,-1.4410835868906777,-0.6781735061268237,-1.6722187215380921,2.3277124855240015,1.1933216369959856,-0.18338606400970683,1.1926561839945424,-1.5994002332776756,-1.601271834897578,-0.5266531646457614,-0.13428451839575167,-1.568415581733909,1.343705594741252,-0.15012632385871458,0.635314981580768,-1.8099406381859577,0.5293527791677328,-0.7805899602431517,0.36396727971004994,0.5807280033389343,-1.016555458918529,-1.341611908972092,-1.2744202855323474,2.2665174138389244,-2.3217354835357926,-2.067220770839128,-0.07429501900315305,-0.6282618122367886,-1.0315225158412096,-0.18012060701453292,-0.8712766550573173,-1.8438856568291822,-0.518145785680572,-0.5715938874290446,-1.1839591735383241,-0.41085887694865775,-0.957986707122575,-1.1430188252997422,-0.4678213429511325,0.39208749051191427,0.034313418297310154,0.37436610878903664,1.5796848820683425,-1.1143270401927594,-0.23150180841055776,0.7567052907158119,0.1965577962872748,-0.04955080859554648,1.8469199023183323,0.3236875247161761,0.33975401655331616,2.141697394645606,1.41444794521372,0.45593020550283764,0.3760531291809166,1.7793779563719427,-2.4034812845181723,-2.550209827651933,2.745449629532735,-1.1133037007244,1.5645795313345088,-0.33970401811777445,0.006461035529087562,0.996245521915015,0.24365382213101333,-0.0045196298161743,-0.9544004265295771,-0.4957451948527,-0.8966993679432645,-1.0203512721575498,-0.14175358999959417,-0.34891674770383563,-0.4517841360073541,-0.40449633735014745
8,000016.SZ,深康佳A,1992/3/27,家电,家用电器,2730175398.0,True,20.27777778,0.20234736632388528,-0.9848740277809799,0.08628833825668764,-0.21156030997381953,-0.3078104050247958,1.741747835249949,-1.1448696235793934,-0.6406059932523678,-0.7135392046178262,-0.5330500966342352,-0.8548232789554412,0.34253794595381215,1.2449658960731789,1.246387070189774,1.871566548333576,0.026357028684238833,0.0951659386094308,-0.380189076411631,-1.4890580839003473,-0.2964105819433548,0.2471886013320935,1.1619100611963031,-0.6946273895261565,-0.7915560359582751,0.29554367355457484,2.2361758080293006,0.3012564550868997,-0.27855593038353965,2.088867523623309,0.5000882962038626,0.0939336066176569,-1.523736928971379,1.6168723560789282,0.5649216745216087,0.12277281095511408,0.11336087404428213,-0.07395686929966044,0.7626339852156178,0.3173438267754858,0.4497229694898946,-0.2810299988128836,0.008092424430464868,-0.2839031661829978,0.37037908484033205,0.4848034434272454,-0.04460140690428413,-0.7057774399250505,-0.34230433226931595,1.6169803643031928,-0.2819797124398528,-0.24585718692533903,-0.38668379427532856,-0.3778797875978777,-0.12053386768981394,0.03240383933351738,-0.027895189742670957,-0.26432296797344146,0.6876836864026277,-1.1611211141575588,0.09862500111673088,-0.7274955224880103,0.07456776927907445,0.040079017073614276,1.874252964574055,-0.15221869139159339,-0.7321393853237901,0.37579653454334594,-0.3412937937683684,-1.2476815950086673,-0.3533800966302227,-0.6759243777661038,0.39150656552569574,-0.21977360274654845,0.03251400205857484,-0.22277651607854904,0.7781828605624658,-0.5020161210384521,-0.2128779196918834,-0.1760860224802674
9,000019.SZ,深深宝A,1992/10/12,食品饮料,食品饮料,914470206.6,True,-1.779935275,-0.45410442273225754,0.8542721259976396,1.292063766242401,-0.19936876447587723,0.08155049544316212,-0.3823520962403964,-0.6021895390167942,-0.4950939915712305,0.2895852115067955,0.2350253139141571,-0.48412394399852554,-0.6022699619874099,1.170792451176955,1.1715231400793238,-0.06446926137924873,-0.2476993441911913,0.004053531072158571,-0.06965455758766195,-0.517356271617728,0.4807726211154639,1.2441352143825453,0.09852340467391779,-0.745000859545678,-0.6570246321123747,0.9562836111015722,2.038301140955528,1.1143318455013105,0.8629935137964141,1.9179441246139586,0.853894814400717,1.1172188760014579,0.6906353249720049,-0.7947510557791851,0.030850187112984914,0.8449858319863891,0.9195608750332179,-0.3100753866927359,-1.12050237461903,-1.0881500706129938,1.2455840697848812,2.5874249296880736,2.4375409300186455,1.9955981613940488,-0.2413376033660899,1.02739116591139,-0.5766775697363851,1.496005354429462,0.04891220173062311,0.6291205377700568,0.6909555511610409,-0.7011333163214326,0.2089586753571328,0.740996034031377,-0.4403409506230256,-0.7941454470023133,-0.9516427152444492,-0.10846188325816991,-0.7517639328669673,0.17828625204392357,-0.5542401085322607,-0.7558775477155385,2.3870256850250873,0.9217524958038772,-0.955324332980164,0.5428798306607252,1.1367969660727548,-0.9724258883304865,1.1118563873356115,0.5334307237350896,1.316872873453527,1.5879612419663265,-0.21183435866373124,1.1347597335477881,0.7580185674721436,0.4628249241918362,-0.014654844204728082,0.3873462302036518,1.3365193174386352,0.16168514913786833
10,000021.SZ,长城开发,1994/2/2,电子元器件,计算机,4239279271.0,True,28.112449800000004,-1.182514634217409,-1.4159807145441805,-0.008694057372236885,-0.32412660426603446,-0.662860946235098,1.216884661965136,0.08144156791839643,0.3342701861540225,-0.5917401229133793,-0.30693280217373325,1.5695884460408736,-0.687045446028715,1.5871700754597358,1.5887660184622048,-1.3642136529346294,0.3869741392889201,0.6559260313678341,-0.6523401060838228,-0.20511247755509848,0.08824035640084778,-1.00485249937623,-1.5823292993962867,-0.3689856282636452,0.32649184914793294,-0.4130496442199299,0.2093512340855855,0.2540825242227932,0.3976505361969026,0.5562122222235735,-0.0206424597352442,0.26688340560787754,-0.20483782105641707,2.495969649067784,-0.5212147868162248,-0.6384860839700275,-0.5710611769835694,0.14442444409919142,2.4806000990568564,2.506905566468415,-0.7774705891088668,-0.7865527345658948,-0.6061599885850885,-0.7654838426769071,1.2211639455842571,0.48431092889548505,0.9713468143187634,-1.049976720171439,-0.5025079155966112,1.0071132497517996,-0.8409566892231092,-0.7471192371278302,-0.7937356806289767,-0.803698500903623,-0.5412570559201776,-1.1404962662493372,-1.4683780225897867,0.9650525607643061,-1.369636547337588,-0.817763404471147,0.08749463264411554,-0.0534367274424751,-0.4473746127767804,-0.45130444770442657,-1.1834125751366564,-0.2581479775632594,-0.780368339563805,-0.42318077304044643,-0.6872826814507069,-0.7310401878568603,-0.8317291607402085,-0.9156305995114854,-0.5476180737689775,-0.6585289759529851,-0.4774758556306569,-0.580814689212472,-1.1480291131631957,-0.7571225030825769,-0.7541702425273176,-0.7898366729934353
